LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,WS50M,TS,PS,PRECTOT,QV2M
44.25251,38.83211,2002,05,16,              6.92,    2.51,   15.40,  100.46,    0.00,    8.53
44.25251,38.83211,2002,05,17,              6.75,    1.81,   15.45,  100.56,    0.01,    8.94
44.25251,38.83211,2002,05,18,              7.30,    3.27,   15.67,  100.20,    0.03,    9.32
44.25251,38.83211,2002,05,19,              4.84,    3.15,   16.13,  100.05,    0.04,    9.35
44.25251,38.83211,2002,05,20,              6.58,    3.69,   15.85,  100.12,    0.12,    8.53
44.25251,38.83211,2002,05,21,              7.48,    6.66,   14.28,  100.28,    0.00,    5.93
44.25251,38.83211,2002,05,22,              8.09,    6.48,   14.56,  100.05,    0.00,    6.13
44.25251,38.83211,2002,05,23,              8.12,    2.15,   15.84,   99.92,    0.01,    8.63
44.25251,38.83211,2002,05,24,              6.62,    2.07,   16.90,   99.68,    0.00,    8.94
44.25251,38.83211,2002,05,25,              7.86,    2.81,   17.10,  100.05,    0.00,    8.97
44.25251,38.83211,2002,05,26,              8.12,    2.66,   18.33,  100.09,    0.00,   10.50
44.25251,38.83211,2002,05,27,              8.35,    4.05,   20.01,   99.49,    0.00,   11.14
44.25251,38.83211,2002,05,28,              4.24,    3.81,   18.94,   99.33,    0.21,   11.46
44.25251,38.83211,2002,05,29,              2.91,    4.79,   18.43,   99.56,    0.34,   10.91
44.25251,38.83211,2002,05,30,              6.69,    2.59,   19.19,   99.36,    0.04,   10.73
44.25251,38.83211,2002,05,31,              2.12,    3.57,   18.35,   99.47,    0.67,   10.83
44.25251,38.83211,2002,06,01,              3.85,    3.74,   17.47,   99.81,    0.39,    9.88
44.25251,38.83211,2002,06,02,              6.98,    3.48,   17.79,   99.87,    0.22,    9.79
44.25251,38.83211,2002,06,03,              6.32,    2.27,   17.92,  100.09,    0.12,    9.85
44.25251,38.83211,2002,06,04,              7.61,    2.94,   18.39,   99.74,    0.01,   10.09
44.25251,38.83211,2002,06,05,              5.22,    3.06,   17.73,   99.76,    0.41,    9.49
44.25251,38.83211,2002,06,06,              4.51,    4.71,   17.29,   99.81,    1.31,    9.21
44.25251,38.83211,2002,06,07,              5.38,    4.55,   17.45,  100.28,    3.20,    9.22
44.25251,38.83211,2002,06,08,              4.46,    1.66,   18.14,  100.14,    0.01,    8.92
44.25251,38.83211,2002,06,09,              7.56,    4.42,   19.10,   99.71,    0.11,   11.58
44.25251,38.83211,2002,06,10,              7.44,    3.68,   19.79,   99.60,    0.02,   11.08
44.25251,38.83211,2002,06,11,              2.79,    6.23,   20.61,   98.96,    0.23,   11.76
44.25251,38.83211,2002,06,12,              1.89,    2.39,   19.28,   99.22,   12.46,   12.64
44.25251,38.83211,2002,06,13,              5.38,    3.33,   19.28,   99.78,    1.22,   11.32
44.25251,38.83211,2002,06,14,              8.36,    2.82,   19.63,  100.07,    0.03,   10.59
44.25251,38.83211,2002,06,15,              7.77,    2.58,   19.70,  100.14,    0.02,   11.49
44.25251,38.83211,2002,06,16,              5.79,    2.27,   19.94,  100.13,    0.08,   11.16
44.25251,38.83211,2002,06,17,              8.24,    2.97,   20.14,   99.92,    0.26,   10.63
44.25251,38.83211,2002,06,18,              1.51,    4.27,   19.25,   99.44,   29.73,   11.56
44.25251,38.83211,2002,06,19,              2.49,    4.75,   18.01,   99.50,   11.39,   10.58
44.25251,38.83211,2002,06,20,              5.18,    8.53,   19.34,   99.57,   12.49,   11.35
44.25251,38.83211,2002,06,21,              8.36,    7.88,   20.76,   99.82,    0.15,   12.34
44.25251,38.83211,2002,06,22,              8.29,    2.62,   21.16,  100.08,    0.00,   12.76
44.25251,38.83211,2002,06,23,              6.58,    3.24,   21.81,  100.28,    0.02,   13.42
44.25251,38.83211,2002,06,24,              8.79,    2.96,   22.12,  100.53,    0.00,   11.83
44.25251,38.83211,2002,06,25,              8.72,    2.16,   23.95,  100.02,    0.00,   12.93
44.25251,38.83211,2002,06,26,              5.76,    3.58,   23.25,   99.62,   16.30,   14.53
44.25251,38.83211,2002,06,27,              6.57,    6.95,   21.42,   99.73,    3.85,   11.93
44.25251,38.83211,2002,06,28,              7.42,    5.95,   22.17,   99.91,    0.11,   12.20
44.25251,38.83211,2002,06,29,              7.13,    2.68,   22.37,   99.89,    2.00,   12.73
44.25251,38.83211,2002,06,30,              7.35,    3.07,   22.59,  100.00,    0.09,   11.60
44.25251,38.83211,2002,07,01,              7.98,    3.91,   22.98,  100.10,    0.03,   11.15
44.25251,38.83211,2002,07,02,              7.33,    3.83,   23.36,  100.06,    0.00,   12.36
44.25251,38.83211,2002,07,03,              8.29,    2.84,   23.15,  100.10,    2.27,   12.60
44.25251,38.83211,2002,07,04,              6.90,    4.32,   23.58,   99.93,    2.79,   12.59
44.25251,38.83211,2002,07,05,              8.40,    4.51,   23.87,   99.93,    0.03,   12.66
44.25251,38.83211,2002,07,06,              8.28,    4.22,   24.02,  100.18,    0.00,   12.62
44.25251,38.83211,2002,07,07,              8.29,    3.44,   25.15,   99.81,    0.00,   13.34
44.25251,38.83211,2002,07,08,              8.54,    2.70,   26.65,   99.33,    0.00,   14.16
44.25251,38.83211,2002,07,09,              8.48,    1.90,   26.98,   99.31,    0.39,   14.19
44.25251,38.83211,2002,07,10,              6.16,    3.51,   27.48,   99.10,    0.00,   13.66
44.25251,38.83211,2002,07,11,              4.82,    2.66,   25.83,   99.18,    1.64,   14.90
44.25251,38.83211,2002,07,12,              6.73,    2.56,   26.67,   99.25,    0.15,   15.20
44.25251,38.83211,2002,07,13,              7.50,    1.64,   26.69,   99.41,    0.65,   15.22
44.25251,38.83211,2002,07,14,              6.19,    2.15,   26.09,   99.54,    0.36,   15.84
44.25251,38.83211,2002,07,15,              6.42,    2.53,   25.94,   99.56,    1.59,   15.54
44.25251,38.83211,2002,07,16,              3.64,    3.79,   25.06,   99.67,    4.36,   15.66
44.25251,38.83211,2002,07,17,              6.20,    3.45,   24.88,   99.55,    7.66,   15.73
44.25251,38.83211,2002,07,18,              7.45,    1.72,   25.73,   99.57,    0.34,   14.68
44.25251,38.83211,2002,07,19,              8.12,    4.22,   27.00,   99.69,    0.01,   15.01
44.25251,38.83211,2002,07,20,              7.27,    3.59,   27.26,   99.60,    0.01,   14.59
44.25251,38.83211,2002,07,21,              8.05,    2.37,   27.60,   99.33,    0.02,   15.69
44.25251,38.83211,2002,07,22,              6.63,    1.51,   26.80,   99.12,    0.76,   16.44
44.25251,38.83211,2002,07,23,              3.50,    3.22,   25.37,   98.95,    8.38,   16.04
44.25251,38.83211,2002,07,24,              1.50,    4.94,   23.22,   99.00,   55.88,   14.83
44.25251,38.83211,2002,07,25,              7.27,    3.54,   23.11,   99.58,    8.63,   12.36
44.25251,38.83211,2002,07,26,              7.78,    4.63,   23.34,   99.71,    0.00,   11.76
44.25251,38.83211,2002,07,27,              7.51,    2.86,   24.48,   99.76,    0.00,   13.41
44.25251,38.83211,2002,07,28,              7.53,    2.60,   25.28,  100.04,    0.00,   14.46
44.25251,38.83211,2002,07,29,              7.07,    2.30,   25.70,  100.11,    0.05,   15.49
44.25251,38.83211,2002,07,30,              7.17,    2.85,   25.81,   99.72,    0.12,   15.11
44.25251,38.83211,2002,07,31,              6.62,    2.65,   25.80,   99.58,    0.01,   14.59
44.25251,38.83211,2002,08,01,              6.34,    2.16,   26.73,   99.61,    0.01,   14.51
44.25251,38.83211,2002,08,02,              5.57,    3.11,   26.39,   99.45,    0.18,   14.95
44.25251,38.83211,2002,08,03,              2.29,    2.37,   25.60,   99.40,    7.55,   15.18
44.25251,38.83211,2002,08,04,              4.57,    4.70,   24.04,   99.39,    1.77,   15.04
44.25251,38.83211,2002,08,05,              5.12,    5.63,   23.83,   99.35,   12.36,   15.96
44.25251,38.83211,2002,08,06,              2.56,    4.69,   23.41,   99.29,   25.96,   15.75
44.25251,38.83211,2002,08,07,              3.93,    5.82,   22.79,   99.15,   11.49,   14.38
44.25251,38.83211,2002,08,08,              3.78,    3.64,   23.04,   98.89,    5.10,   14.38
44.25251,38.83211,2002,08,09,              3.32,    3.71,   22.57,   99.09,    3.98,   14.44
44.25251,38.83211,2002,08,10,              6.47,    4.74,   22.84,   99.67,    0.70,   12.62
44.25251,38.83211,2002,08,11,              7.08,    3.44,   23.19,  100.02,    0.02,   12.49
44.25251,38.83211,2002,08,12,              7.22,    1.98,   24.20,  100.03,    0.00,   13.47
44.25251,38.83211,2002,08,13,              7.23,    2.70,   25.99,   99.30,    0.00,   14.34
44.25251,38.83211,2002,08,14,              3.20,    3.45,   24.78,   99.02,    0.12,   14.95
44.25251,38.83211,2002,08,15,              5.14,    3.73,   24.13,   99.11,    2.00,   13.39
44.25251,38.83211,2002,08,16,              6.17,    2.15,   24.09,   99.13,    0.34,   12.87
44.25251,38.83211,2002,08,17,              5.29,    2.49,   23.49,   99.16,    2.88,   12.93
44.25251,38.83211,2002,08,18,              4.05,    1.69,   23.15,   99.38,    1.51,   12.75
44.25251,38.83211,2002,08,19,              4.36,    2.74,   23.67,   99.69,    0.34,   12.36
44.25251,38.83211,2002,08,20,              2.42,    5.83,   22.88,   99.78,    4.02,   12.78
44.25251,38.83211,2002,08,21,              4.68,    2.53,   23.33,   99.52,    1.61,   13.17
44.25251,38.83211,2002,08,22,              2.86,    4.34,   22.99,   99.43,   10.49,   14.10
44.25251,38.83211,2002,08,23,              5.52,    3.17,   23.07,  100.04,    2.53,   12.65
44.25251,38.83211,2002,08,24,              6.15,    4.64,   22.61,  100.43,    0.02,   10.64
44.25251,38.83211,2002,08,25,              6.22,    6.38,   22.46,  100.38,    0.00,    9.14
44.25251,38.83211,2002,08,26,              6.22,    7.22,   22.27,  100.28,    0.00,    9.45
44.25251,38.83211,2002,08,27,              6.00,    7.38,   22.00,  100.23,    0.00,    9.17
44.25251,38.83211,2002,08,28,              6.19,    7.18,   21.78,  100.09,    0.00,    9.28
44.25251,38.83211,2002,08,29,              6.39,    5.86,   22.08,  100.29,    0.00,    9.19
44.25251,38.83211,2002,08,30,              6.40,    5.12,   22.47,  100.20,    0.00,   10.10
44.25251,38.83211,2002,08,31,              6.07,    4.94,   22.96,   99.86,    0.00,   11.10
44.25251,38.83211,2002,09,01,              6.01,    3.34,   23.69,   99.77,    0.02,   12.10
44.25251,38.83211,2002,09,02,              4.94,    3.95,   23.41,   99.97,    0.18,   13.66
44.25251,38.83211,2002,09,03,              2.96,    1.85,   23.75,  100.15,    1.16,   12.80
44.25251,38.83211,2002,09,04,              4.22,    2.95,   23.15,  100.02,    0.45,   12.11
44.25251,38.83211,2002,09,05,              3.59,    2.17,   23.94,   99.73,    0.10,   12.67
44.25251,38.83211,2002,09,06,              3.91,    3.28,   23.70,   99.69,    1.61,   13.43
44.25251,38.83211,2002,09,07,              4.34,    2.74,   22.63,   99.82,    6.15,   12.84
44.25251,38.83211,2002,09,08,              5.06,    2.03,   22.85,  100.04,    0.59,   11.81
44.25251,38.83211,2002,09,09,              3.97,    2.89,   22.28,   99.98,    0.48,   12.19
44.25251,38.83211,2002,09,10,              1.71,    4.33,   21.92,   99.80,   27.00,   12.60
44.25251,38.83211,2002,09,11,              3.98,    4.08,   21.82,   99.55,   14.43,   12.12
44.25251,38.83211,2002,09,12,              3.53,    4.04,   21.64,   99.90,   17.64,   12.13
44.25251,38.83211,2002,09,13,              4.72,    1.79,   21.52,  100.33,    0.43,   11.08
44.25251,38.83211,2002,09,14,              4.53,    3.10,   21.19,  100.12,    0.09,   11.44
44.25251,38.83211,2002,09,15,              2.27,    6.31,   21.45,   99.82,    4.39,   11.45
44.25251,38.83211,2002,09,16,              3.76,    5.74,   22.09,   99.77,    0.85,   12.35
44.25251,38.83211,2002,09,17,              1.52,    5.62,   21.09,   99.76,   21.33,   11.54
44.25251,38.83211,2002,09,18,              3.77,    1.96,   19.23,   99.98,    0.80,    8.15
44.25251,38.83211,2002,09,19,              4.52,    4.18,   19.28,  100.23,    2.36,    8.70
44.25251,38.83211,2002,09,20,              3.77,    3.22,   19.98,  100.62,   12.01,    9.96
44.25251,38.83211,2002,09,21,              5.07,    2.14,   19.51,  100.46,    0.00,    8.85
44.25251,38.83211,2002,09,22,              5.18,    1.14,   19.81,  100.27,    0.00,    8.68
44.25251,38.83211,2002,09,23,              5.13,    3.27,   20.73,   99.97,    0.00,   11.15
44.25251,38.83211,2002,09,24,              4.92,    3.20,   22.45,   99.89,    0.00,   11.58
44.25251,38.83211,2002,09,25,              3.94,    3.55,   21.94,   99.94,    0.01,   13.40
44.25251,38.83211,2002,09,26,              3.19,    3.78,   22.01,   99.71,    0.04,   14.36
44.25251,38.83211,2002,09,27,              3.95,    4.58,   22.55,   99.49,    0.08,   13.62
44.25251,38.83211,2002,09,28,              2.86,    4.10,   21.41,  100.39,    0.03,   11.49
44.25251,38.83211,2002,09,29,              3.02,    5.77,   19.95,  100.74,    0.02,    9.83
44.25251,38.83211,2002,09,30,              3.43,    3.88,   19.35,  100.43,    0.07,   10.03
44.25251,38.83211,2002,10,01,              4.37,    2.16,   20.18,  100.07,    0.02,   10.42
44.25251,38.83211,2002,10,02,              2.62,    4.40,   19.73,   99.71,   10.54,   11.18
44.25251,38.83211,2002,10,03,              3.43,    6.43,   16.87,  100.47,    0.33,    6.96
44.25251,38.83211,2002,10,04,              4.49,    3.48,   16.15,  100.71,    0.99,    6.29
44.25251,38.83211,2002,10,05,              4.45,    3.53,   17.67,  100.68,    2.49,    7.86
44.25251,38.83211,2002,10,06,              2.96,    4.70,   18.17,  100.34,    0.02,    9.26
44.25251,38.83211,2002,10,07,              4.12,    6.07,   19.24,   99.87,    0.04,   10.48
44.25251,38.83211,2002,10,08,              2.83,    4.28,   19.48,  100.02,    2.39,   11.61
44.25251,38.83211,2002,10,09,              2.67,    4.39,   18.61,  100.33,   10.52,   10.55
44.25251,38.83211,2002,10,10,              3.38,    3.64,   17.55,  100.96,    0.35,    8.12
44.25251,38.83211,2002,10,11,              2.86,    4.61,   18.49,  100.60,    0.22,   10.35
44.25251,38.83211,2002,10,12,              2.53,    4.64,   19.58,  100.06,    0.18,   11.65
44.25251,38.83211,2002,10,13,              2.78,    5.31,   16.38,   99.71,    0.00,    8.80
44.25251,38.83211,2002,10,14,              2.06,    4.67,   15.63,   99.89,    0.01,    8.48
44.25251,38.83211,2002,10,15,              1.21,    3.18,   16.54,   99.81,    6.24,   10.05
44.25251,38.83211,2002,10,16,              1.15,    3.30,   16.22,  100.14,   13.21,    8.89
44.25251,38.83211,2002,10,17,              2.27,    2.17,   16.82,  100.44,    0.19,    8.94
44.25251,38.83211,2002,10,18,              3.30,    5.25,   18.45,  100.26,    0.02,   11.31
44.25251,38.83211,2002,10,19,              3.77,    3.67,   19.33,  100.01,    0.01,   11.87
44.25251,38.83211,2002,10,20,              1.29,    3.12,   17.42,   99.62,    2.46,   10.52
44.25251,38.83211,2002,10,21,              1.74,    5.92,   14.12,  100.36,    5.74,    6.35
44.25251,38.83211,2002,10,22,              3.00,    3.06,   13.27,  100.86,    0.13,    5.07
44.25251,38.83211,2002,10,23,              1.83,    6.75,   16.57,  100.12,    0.36,    7.88
44.25251,38.83211,2002,10,24,              1.49,    5.54,   17.68,   99.91,    0.44,   10.14
44.25251,38.83211,2002,10,25,              1.40,    4.39,   17.61,   99.94,    1.01,   11.03
44.25251,38.83211,2002,10,26,              2.08,    4.00,   15.64,  100.47,    7.36,    8.87
44.25251,38.83211,2002,10,27,              1.68,    5.06,   15.74,  100.35,    9.09,    9.11
44.25251,38.83211,2002,10,28,              2.30,    6.69,   14.70,  100.17,    1.48,    7.13
44.25251,38.83211,2002,10,29,              1.16,    7.31,   14.25,   99.71,   27.24,    7.27
44.25251,38.83211,2002,10,30,              2.10,    5.79,   12.21,  100.39,   17.28,    5.88
44.25251,38.83211,2002,10,31,              0.82,    7.80,   13.08,  100.40,   11.01,    6.70
44.25251,38.83211,2002,11,01,              2.77,    4.38,   11.70,  100.90,    2.94,    5.59
44.25251,38.83211,2002,11,02,              1.76,    4.23,   11.53,  100.87,    0.32,    5.91
44.25251,38.83211,2002,11,03,              2.38,    8.20,   15.07,   99.89,    0.82,    8.41
44.25251,38.83211,2002,11,04,              1.54,    2.96,   11.51,  100.27,    2.91,    5.76
44.25251,38.83211,2002,11,05,              2.24,    4.61,   13.17,  100.04,    1.88,    8.13
44.25251,38.83211,2002,11,06,              0.64,    5.20,   12.56,  100.34,    4.15,    8.21
44.25251,38.83211,2002,11,07,              1.44,    2.72,   12.43,  100.61,    0.04,    7.26
44.25251,38.83211,2002,11,08,              2.55,    3.98,   14.53,  100.08,    0.00,    8.47
44.25251,38.83211,2002,11,09,              1.58,    6.36,   15.67,   99.59,    0.10,   10.01
44.25251,38.83211,2002,11,10,              0.17,    8.32,   15.30,   99.04,   17.77,    9.16
44.25251,38.83211,2002,11,11,              0.61,    7.47,   13.51,   99.22,   21.49,    8.17
44.25251,38.83211,2002,11,12,              1.54,    4.60,   11.02,  100.12,    7.36,    5.44
44.25251,38.83211,2002,11,13,              1.28,    5.58,    9.50,  100.77,    7.51,    4.80
44.25251,38.83211,2002,11,14,              1.33,    5.74,   10.37,  100.87,    0.01,    5.69
44.25251,38.83211,2002,11,15,              2.11,    6.87,   13.01,  101.01,    0.00,    7.11
44.25251,38.83211,2002,11,16,              1.88,    6.43,   13.43,  101.17,    0.00,    7.49
44.25251,38.83211,2002,11,17,              2.51,    5.45,   13.72,  101.19,    0.00,    7.96
44.25251,38.83211,2002,11,18,              2.13,    3.53,   12.96,  101.26,    0.01,    7.48
44.25251,38.83211,2002,11,19,              2.48,    2.57,   11.94,  100.96,    0.00,    5.92
44.25251,38.83211,2002,11,20,              1.95,    3.53,   12.12,  100.67,    0.00,    7.24
44.25251,38.83211,2002,11,21,              1.52,    2.82,   11.84,  100.71,    0.01,    8.05
44.25251,38.83211,2002,11,22,              1.78,    2.58,   11.35,  100.48,    0.00,    6.49
44.25251,38.83211,2002,11,23,              1.92,    3.44,   12.15,   99.96,    0.00,    6.78
44.25251,38.83211,2002,11,24,              1.59,    2.77,   12.31,  100.13,    0.00,    7.81
44.25251,38.83211,2002,11,25,              0.95,    3.90,   11.38,  100.74,    0.03,    6.66
44.25251,38.83211,2002,11,26,              0.89,    2.56,   10.32,  100.90,    0.09,    6.19
44.25251,38.83211,2002,11,27,              1.96,    3.72,    9.90,  100.96,    0.00,    5.79
44.25251,38.83211,2002,11,28,              1.62,    2.35,   10.76,  101.07,    0.12,    6.79
44.25251,38.83211,2002,11,29,              1.48,    1.49,   10.44,  101.02,    0.07,    6.23
44.25251,38.83211,2002,11,30,              1.60,    6.75,    8.91,  100.85,    0.02,    5.09
44.25251,38.83211,2002,12,01,              1.33,   10.20,    6.08,  100.97,    0.00,    3.39
44.25251,38.83211,2002,12,02,              2.14,    5.77,    6.65,  100.99,    0.00,    4.16
44.25251,38.83211,2002,12,03,              1.53,    4.16,    7.68,  100.58,    0.00,    4.98
44.25251,38.83211,2002,12,04,              1.56,    6.69,    9.31,  100.52,    0.00,    6.46
44.25251,38.83211,2002,12,05,              1.51,    4.86,    9.99,  100.49,    0.00,    6.61
44.25251,38.83211,2002,12,06,              1.38,    4.85,    9.19,  100.24,    0.01,    5.64
44.25251,38.83211,2002,12,07,              0.22,    8.17,    6.08,  100.08,    6.79,    4.29
44.25251,38.83211,2002,12,08,              1.27,   14.16,    2.67,  100.38,    0.56,    2.44
44.25251,38.83211,2002,12,09,              1.34,   13.04,   -0.28,  100.58,    1.10,    2.05
44.25251,38.83211,2002,12,10,              0.53,   11.56,    0.74,  100.90,    0.92,    2.33
44.25251,38.83211,2002,12,11,              0.61,    7.73,    1.11,  101.14,    1.31,    2.32
44.25251,38.83211,2002,12,12,              1.12,    3.45,    2.29,  101.54,    0.26,    2.61
44.25251,38.83211,2002,12,13,              0.61,    4.90,    4.15,  101.69,    1.71,    3.24
44.25251,38.83211,2002,12,14,              1.25,    2.94,    5.21,  101.40,    8.58,    3.90
44.25251,38.83211,2002,12,15,              1.73,    7.93,    2.77,  101.44,    1.09,    3.08
44.25251,38.83211,2002,12,16,              1.58,    8.04,    0.43,  101.55,    0.41,    2.61
44.25251,38.83211,2002,12,17,              1.37,    3.18,    1.82,  101.30,    0.37,    3.02
44.25251,38.83211,2002,12,18,              1.26,    2.14,    2.13,  100.62,    0.44,    2.89
44.25251,38.83211,2002,12,19,              0.94,    3.74,    3.42,  100.08,    4.07,    3.85
44.25251,38.83211,2002,12,20,              1.04,    9.11,    3.09,   99.65,    0.25,    3.37
44.25251,38.83211,2002,12,21,              1.11,    9.12,    2.23,  100.01,    0.21,    3.03
44.25251,38.83211,2002,12,22,              0.65,    7.09,    4.18,  100.23,    8.89,    3.99
44.25251,38.83211,2002,12,23,              0.78,    4.59,    2.38,  100.33,    7.20,    3.10
44.25251,38.83211,2002,12,24,              1.17,    6.73,   -0.19,  100.12,   14.60,    2.59
44.25251,38.83211,2002,12,25,              1.00,    4.87,   -1.34,  100.76,    2.72,    2.28
44.25251,38.83211,2002,12,26,              0.93,    5.95,    0.91,  101.17,    5.74,    2.67
44.25251,38.83211,2002,12,27,              0.69,    4.90,    2.93,  101.04,    5.99,    3.36
44.25251,38.83211,2002,12,28,              0.68,    9.22,    5.03,  100.53,    0.17,    4.20
44.25251,38.83211,2002,12,29,              0.61,   10.28,    6.07,  100.56,    0.14,    4.89
44.25251,38.83211,2002,12,30,              0.44,   12.19,    7.45,   99.81,    0.24,    5.62
44.25251,38.83211,2002,12,31,              0.46,    8.86,    7.41,   99.81,    8.88,    6.21
44.25251,38.83211,2003,01,01,              0.25,    6.81,    4.92,   99.97,   15.82,    5.12
44.25251,38.83211,2003,01,02,              0.40,    6.13,    4.79,   99.78,   14.07,    5.19
44.25251,38.83211,2003,01,03,              0.48,    6.52,    6.22,   99.72,    6.11,    5.63
44.25251,38.83211,2003,01,04,              0.33,    8.73,    7.43,   99.11,   34.57,    6.18
44.25251,38.83211,2003,01,05,              0.52,    6.65,    6.98,   99.39,    2.84,    5.96
44.25251,38.83211,2003,01,06,              0.72,    9.56,    7.45,   99.33,    6.21,    6.11
44.25251,38.83211,2003,01,07,              1.20,    6.05,    4.46,  100.63,    4.67,    4.19
44.25251,38.83211,2003,01,08,              0.41,    9.32,    6.98,   99.83,    0.98,    5.64
44.25251,38.83211,2003,01,09,              1.52,    5.31,    4.04,  100.70,    1.16,    3.67
44.25251,38.83211,2003,01,10,              1.15,    7.05,    5.60,  100.52,    0.04,    4.62
44.25251,38.83211,2003,01,11,              0.66,    6.55,    7.05,  100.39,    3.10,    5.83
44.25251,38.83211,2003,01,12,              0.55,    6.11,    3.89,  100.01,    3.25,    4.40
44.25251,38.83211,2003,01,13,              0.60,    4.64,    1.53,  100.54,    9.48,    2.97
44.25251,38.83211,2003,01,14,              1.55,    2.21,    0.94,  100.83,    0.89,    2.90
44.25251,38.83211,2003,01,15,              0.36,    6.76,    3.75,  100.50,    3.11,    4.05
44.25251,38.83211,2003,01,16,              1.01,    5.33,    4.29,  100.88,    1.30,    4.19
44.25251,38.83211,2003,01,17,              0.46,    7.23,    5.34,  100.84,    9.95,    4.98
44.25251,38.83211,2003,01,18,              1.98,    4.65,    4.84,  101.24,    0.89,    4.52
44.25251,38.83211,2003,01,19,              1.87,    3.58,    4.55,  101.14,    0.09,    4.29
44.25251,38.83211,2003,01,20,              2.26,    3.60,    3.95,  100.39,    0.00,    3.84
44.25251,38.83211,2003,01,21,              2.50,    4.22,    4.29,  100.36,    0.00,    3.99
44.25251,38.83211,2003,01,22,              1.85,    5.22,    4.70,  100.52,    0.00,    4.18
44.25251,38.83211,2003,01,23,              0.84,    4.93,    4.94,  100.57,    0.01,    4.30
44.25251,38.83211,2003,01,24,              1.23,    3.96,    6.14,  100.74,    0.02,    4.71
44.25251,38.83211,2003,01,25,              2.04,    2.82,    5.16,  101.07,    0.11,    4.54
44.25251,38.83211,2003,01,26,              1.65,    3.80,    4.99,  100.94,    0.28,    4.50
44.25251,38.83211,2003,01,27,              1.60,    3.85,    4.70,  100.35,    0.05,    4.16
44.25251,38.83211,2003,01,28,              1.30,    3.22,    4.25,   99.61,    0.08,    3.76
44.25251,38.83211,2003,01,29,              0.93,    6.70,    5.50,   99.51,    1.38,    4.74
44.25251,38.83211,2003,01,30,              0.50,    9.45,    7.91,   99.43,    2.28,    6.20
44.25251,38.83211,2003,01,31,              0.09,   11.29,    8.79,   99.57,    4.90,    6.59
44.25251,38.83211,2003,02,01,              1.52,   10.21,    7.63,   99.65,    0.53,    5.38
44.25251,38.83211,2003,02,02,              0.91,    6.82,    6.50,   99.39,    1.72,    5.28
44.25251,38.83211,2003,02,03,              0.62,    6.17,    7.38,   99.05,    7.33,    5.85
44.25251,38.83211,2003,02,04,              2.17,    3.04,    4.11,  100.01,    0.27,    3.47
44.25251,38.83211,2003,02,05,              2.25,    6.13,    4.88,  100.11,    0.06,    4.32
44.25251,38.83211,2003,02,06,              1.57,   11.40,    8.02,   99.73,    0.17,    5.34
44.25251,38.83211,2003,02,07,              1.37,    6.76,    8.11,   99.83,    0.67,    5.97
44.25251,38.83211,2003,02,08,              1.13,    6.07,    7.36,   99.11,    1.84,    5.50
44.25251,38.83211,2003,02,09,              1.50,    5.03,    5.32,  100.03,    8.99,    4.30
44.25251,38.83211,2003,02,10,              2.34,    4.25,    3.53,  100.26,    0.46,    3.54
44.25251,38.83211,2003,02,11,              2.63,    4.71,    2.89,  100.92,    0.16,    3.09
44.25251,38.83211,2003,02,12,              2.46,    3.65,    3.65,  101.20,    0.09,    3.43
44.25251,38.83211,2003,02,13,              3.27,    7.23,    3.26,  100.46,    0.00,    3.29
44.25251,38.83211,2003,02,14,              3.20,    7.56,    1.92,  100.14,    0.17,    2.89
44.25251,38.83211,2003,02,15,              2.11,    4.31,    2.39,  100.33,    1.89,    3.15
44.25251,38.83211,2003,02,16,              1.43,    4.64,    2.15,  101.10,    0.80,    2.94
44.25251,38.83211,2003,02,17,              2.67,    4.87,    0.49,  101.45,    0.26,    2.35
44.25251,38.83211,2003,02,18,              3.73,    3.84,    1.31,  100.29,    0.01,    2.36
44.25251,38.83211,2003,02,19,              2.82,    5.80,    1.65,   99.39,    0.05,    2.68
44.25251,38.83211,2003,02,20,              1.72,    3.97,    1.93,   99.43,    0.07,    2.67
44.25251,38.83211,2003,02,21,              1.72,    3.36,    1.93,  100.16,    0.56,    2.85
44.25251,38.83211,2003,02,22,              2.85,    5.41,    2.46,  100.81,    0.32,    3.02
44.25251,38.83211,2003,02,23,              3.05,    4.09,    2.69,  101.19,    0.25,    3.23
44.25251,38.83211,2003,02,24,              2.05,    7.94,    2.67,  100.62,    0.03,    3.22
44.25251,38.83211,2003,02,25,              2.64,   12.08,    2.66,   99.92,    0.26,    3.20
44.25251,38.83211,2003,02,26,              1.50,    6.84,    2.76,  100.51,    2.76,    3.47
44.25251,38.83211,2003,02,27,              2.39,    3.52,    2.69,  101.11,    1.79,    3.36
44.25251,38.83211,2003,02,28,              1.79,    3.47,    2.52,  101.68,    1.18,    3.04
44.25251,38.83211,2003,03,01,              1.71,    3.86,    3.81,  101.64,    2.40,    3.70
44.25251,38.83211,2003,03,02,              3.37,    3.14,    3.82,  101.00,    0.00,    3.32
44.25251,38.83211,2003,03,03,              2.73,    3.77,    4.66,  100.50,    0.00,    4.03
44.25251,38.83211,2003,03,04,              1.53,    2.63,    4.85,  100.59,    0.03,    4.38
44.25251,38.83211,2003,03,05,              4.29,    2.74,    6.50,  100.53,    0.00,    4.91
44.25251,38.83211,2003,03,06,              3.98,    4.20,    6.60,  100.06,    0.02,    5.00
44.25251,38.83211,2003,03,07,              0.99,    3.75,    5.69,  100.17,    4.97,    4.93
