LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,PS,T2M,WS50M,ALLSKY_SFC_SW_DWN
44.25301,38.83041,1997,11,20,    3.89,    7.10,  100.15,   11.16,    5.52,              2.10
44.25301,38.83041,1997,11,21,    0.07,    7.86,  100.11,   11.95,    3.59,              1.76
44.25301,38.83041,1997,11,22,    0.21,    7.85,  100.18,   12.51,    3.41,              1.28
44.25301,38.83041,1997,11,23,    0.59,    7.51,  101.13,   10.97,    2.49,              0.95
44.25301,38.83041,1997,11,24,    0.06,    6.81,  100.99,   10.44,    3.75,              2.21
44.25301,38.83041,1997,11,25,    0.00,    6.30,  100.45,    9.66,    2.70,              2.26
44.25301,38.83041,1997,11,26,    0.00,    6.05,  100.59,    9.42,    1.91,              0.92
44.25301,38.83041,1997,11,27,    1.65,    6.05,  100.72,    7.92,    1.66,              0.48
44.25301,38.83041,1997,11,28,    8.08,    6.43,  100.72,    8.80,    2.64,              0.87
44.25301,38.83041,1997,11,29,    1.40,    5.79,  100.65,    7.45,    2.40,              1.28
44.25301,38.83041,1997,11,30,    0.10,    5.66,  100.34,    7.25,    5.17,              1.44
44.25301,38.83041,1997,12,01,    0.00,    6.22,  100.22,    9.26,    3.06,              1.94
44.25301,38.83041,1997,12,02,    0.04,    6.61,   99.93,   10.64,    5.57,              1.03
44.25301,38.83041,1997,12,03,    2.01,    7.55,   99.67,   11.20,    7.16,              0.30
44.25301,38.83041,1997,12,04,    6.34,    7.79,   99.41,   12.13,    9.25,              1.42
44.25301,38.83041,1997,12,05,   10.89,    6.51,   99.68,    9.66,    8.64,              0.57
44.25301,38.83041,1997,12,06,    4.55,    6.11,  100.41,    8.29,    4.61,              0.66
44.25301,38.83041,1997,12,07,    7.83,    5.31,  100.15,    5.46,    5.88,              0.73
44.25301,38.83041,1997,12,08,   17.17,    5.65,   99.24,    5.89,    4.11,              0.40
44.25301,38.83041,1997,12,09,    4.89,    3.76,   99.52,    1.51,    9.02,              1.43
44.25301,38.83041,1997,12,10,    0.36,    3.49,  100.51,    0.85,    4.38,              0.53
44.25301,38.83041,1997,12,11,    0.63,    4.77,  100.43,    5.49,    7.82,              0.78
44.25301,38.83041,1997,12,12,    1.80,    5.58,   99.99,    7.44,    8.36,              0.22
44.25301,38.83041,1997,12,13,    0.59,    6.13,   99.97,    8.79,    6.08,              0.76
44.25301,38.83041,1997,12,14,    3.93,    7.03,   99.94,    9.77,    6.30,              0.27
44.25301,38.83041,1997,12,15,    9.32,    4.86,  100.27,    4.53,    7.62,              0.33
44.25301,38.83041,1997,12,16,    3.43,    2.16,  100.43,   -6.11,   15.73,              0.66
44.25301,38.83041,1997,12,17,    0.86,    2.76,  101.03,   -4.20,    8.64,              0.39
44.25301,38.83041,1997,12,18,    0.99,    2.92,  101.27,   -2.12,    5.23,              0.81
44.25301,38.83041,1997,12,19,    0.00,    2.76,  101.32,    0.70,    4.36,              0.95
44.25301,38.83041,1997,12,20,    0.04,    3.96,  100.98,    3.71,    6.93,              0.95
44.25301,38.83041,1997,12,21,    2.82,    5.20,  100.60,    6.25,    7.95,              0.28
44.25301,38.83041,1997,12,22,    3.91,    5.74,  100.52,    6.73,    5.58,              0.37
44.25301,38.83041,1997,12,23,    3.93,    6.17,  100.23,    8.00,    4.59,              0.36
44.25301,38.83041,1997,12,24,    5.08,    5.85,  100.57,    6.94,    3.20,              0.62
44.25301,38.83041,1997,12,25,    1.00,    4.97,  100.83,    4.89,    2.09,              0.91
44.25301,38.83041,1997,12,26,    3.40,    4.73,  100.93,    4.26,    3.55,              0.84
44.25301,38.83041,1997,12,27,    0.03,    5.37,  100.80,    7.26,    9.23,              1.39
44.25301,38.83041,1997,12,28,    0.00,    5.37,  100.49,    8.34,    8.15,              1.97
44.25301,38.83041,1997,12,29,    0.00,    5.87,   99.99,    8.54,    6.98,              1.43
44.25301,38.83041,1997,12,30,    4.36,    6.34,  100.04,    8.90,    6.26,              0.79
44.25301,38.83041,1997,12,31,    6.04,    5.15,  100.47,    5.55,    3.88,              1.36
44.25301,38.83041,1998,01,01,    1.45,    4.41,  100.75,    3.91,    3.35,              1.03
44.25301,38.83041,1998,01,02,    0.69,    4.56,  100.61,    3.39,    4.12,              0.98
44.25301,38.83041,1998,01,03,    0.23,    4.17,  100.83,    3.94,    3.77,              1.29
44.25301,38.83041,1998,01,04,    0.00,    3.56,  100.66,    5.22,    3.28,              2.11
44.25301,38.83041,1998,01,05,    0.43,    5.33,  100.37,    6.63,    5.61,              1.05
44.25301,38.83041,1998,01,06,    3.17,    5.35,  100.26,    5.99,    6.98,              0.57
44.25301,38.83041,1998,01,07,    7.89,    5.13,  100.08,    5.85,    8.38,              0.50
44.25301,38.83041,1998,01,08,    7.39,    4.48,  100.99,    4.36,    6.24,              0.88
44.25301,38.83041,1998,01,09,    5.08,    5.11,  100.61,    5.43,    9.11,              0.38
44.25301,38.83041,1998,01,10,    9.87,    4.56,   99.45,    3.47,    8.08,              0.65
44.25301,38.83041,1998,01,11,    0.90,    3.17,  100.65,   -0.40,    6.05,              1.23
44.25301,38.83041,1998,01,12,    4.64,    4.00,  100.39,    1.96,    6.55,              0.44
44.25301,38.83041,1998,01,13,    3.93,    4.63,  100.20,    3.72,    4.96,              0.60
44.25301,38.83041,1998,01,14,    1.46,    5.21,  100.18,    5.39,    4.36,              1.12
44.25301,38.83041,1998,01,15,    0.03,    3.55,  101.09,    1.21,    6.10,              1.51
44.25301,38.83041,1998,01,16,    0.01,    3.90,  101.08,    2.63,    2.84,              0.92
44.25301,38.83041,1998,01,17,    0.05,    4.40,  100.52,    4.11,    2.11,              0.61
44.25301,38.83041,1998,01,18,    0.05,    4.08,  100.41,    3.46,    2.48,              1.12
44.25301,38.83041,1998,01,19,    0.21,    4.47,  100.58,    3.20,    2.13,              1.50
44.25301,38.83041,1998,01,20,    0.13,    4.60,  100.22,    5.20,    4.54,              0.56
44.25301,38.83041,1998,01,21,    0.00,    4.17,  100.58,    4.67,    4.26,              2.47
44.25301,38.83041,1998,01,22,    0.01,    3.69,  101.01,    2.53,    8.00,              2.36
44.25301,38.83041,1998,01,23,    0.00,    3.26,  100.36,    0.90,    8.87,              2.25
44.25301,38.83041,1998,01,24,    0.00,    3.99,   99.95,    2.65,    5.01,              1.04
44.25301,38.83041,1998,01,25,    0.67,    4.72,   99.81,    4.98,    3.14,              1.07
44.25301,38.83041,1998,01,26,    6.75,    4.24,  100.36,    2.86,    4.50,              0.84
44.25301,38.83041,1998,01,27,    1.50,    4.07,  100.89,    2.42,    2.86,              1.40
44.25301,38.83041,1998,01,28,    0.84,    3.81,  100.23,    3.44,    2.79,              2.00
44.25301,38.83041,1998,01,29,    5.85,    4.00,   99.53,    1.97,    3.63,              1.92
44.25301,38.83041,1998,01,30,    5.43,    3.43,   99.83,    0.14,    5.64,              0.52
44.25301,38.83041,1998,01,31,    0.59,    3.11,  100.58,   -0.85,    6.90,              1.37
44.25301,38.83041,1998,02,01,    7.25,    3.78,  100.52,    2.38,    8.67,              0.62
44.25301,38.83041,1998,02,02,    0.91,    2.58,  101.13,   -2.12,    5.53,              1.53
44.25301,38.83041,1998,02,03,    5.44,    4.72,  100.10,    3.25,    8.50,              0.73
44.25301,38.83041,1998,02,04,    7.10,    5.41,  100.37,    5.34,    6.19,              1.63
44.25301,38.83041,1998,02,05,    3.35,    4.11,  100.47,    2.85,    6.45,              1.88
44.25301,38.83041,1998,02,06,   17.43,    5.82,   99.27,    6.57,    8.74,              0.55
44.25301,38.83041,1998,02,07,   13.51,    3.88,   99.81,    2.14,    6.10,              1.24
44.25301,38.83041,1998,02,08,    1.04,    2.79,  100.58,   -1.56,    6.58,              1.29
44.25301,38.83041,1998,02,09,    0.03,    2.60,  101.41,   -1.86,    5.57,              3.37
44.25301,38.83041,1998,02,10,    0.08,    2.72,  101.55,   -0.25,    1.56,              1.62
44.25301,38.83041,1998,02,11,    0.09,    3.49,  101.37,    1.66,    5.22,              2.12
44.25301,38.83041,1998,02,12,    2.32,    4.68,  100.66,    4.01,    9.69,              0.77
44.25301,38.83041,1998,02,13,   14.71,    5.11,   99.17,    4.58,    9.27,              0.81
44.25301,38.83041,1998,02,14,    1.05,    2.48,  100.45,   -2.43,    8.57,              3.61
44.25301,38.83041,1998,02,15,    5.00,    3.32,  100.05,   -0.32,    7.76,              0.70
44.25301,38.83041,1998,02,16,    0.27,    2.35,  100.87,   -3.54,    7.06,              3.15
44.25301,38.83041,1998,02,17,    8.52,    4.22,   99.60,    2.79,   11.85,              0.11
44.25301,38.83041,1998,02,18,    5.31,    2.98,  100.51,   -0.82,    8.45,              2.19
44.25301,38.83041,1998,02,19,    0.03,    2.52,  101.63,   -1.69,    6.44,              1.83
44.25301,38.83041,1998,02,20,    0.03,    3.73,  101.29,    2.92,    8.92,              1.92
44.25301,38.83041,1998,02,21,    0.05,    4.37,  101.72,    4.15,    4.91,              2.26
44.25301,38.83041,1998,02,22,    0.00,    4.24,  101.85,    4.40,    3.89,              3.76
44.25301,38.83041,1998,02,23,    0.00,    4.32,  101.38,    7.37,    1.68,              4.10
44.25301,38.83041,1998,02,24,    0.00,    4.24,  100.93,    7.64,    1.56,              4.02
44.25301,38.83041,1998,02,25,    6.73,    4.74,  100.49,    4.08,    3.66,              1.05
44.25301,38.83041,1998,02,26,    1.34,    2.94,  101.12,   -0.15,    6.81,              2.59
44.25301,38.83041,1998,02,27,    0.00,    2.47,  101.34,   -0.25,    3.79,              2.81
44.25301,38.83041,1998,02,28,    0.00,    3.17,  100.60,    2.88,    2.49,              4.38
44.25301,38.83041,1998,03,01,    0.00,    4.04,  100.10,    4.79,    1.63,              4.47
44.25301,38.83041,1998,03,02,    1.71,    4.44,  100.03,    4.34,    5.28,              3.70
44.25301,38.83041,1998,03,03,    0.67,    3.70,  100.99,    3.83,    7.05,              3.32
44.25301,38.83041,1998,03,04,    1.60,    4.63,  100.87,    5.52,    9.19,              2.75
44.25301,38.83041,1998,03,05,    0.12,    5.02,  100.44,    6.53,    9.37,              2.01
44.25301,38.83041,1998,03,06,    0.96,    5.82,   99.71,    8.28,    8.17,              2.54
44.25301,38.83041,1998,03,07,    3.50,    4.56,  100.41,    5.84,    5.73,              4.56
44.25301,38.83041,1998,03,08,    0.03,    4.34,  100.46,    5.33,    6.80,              3.12
44.25301,38.83041,1998,03,09,    0.00,    5.19,   99.73,    7.71,    6.99,              2.24
44.25301,38.83041,1998,03,10,    0.00,    5.66,   99.73,    9.20,    8.44,              3.90
44.25301,38.83041,1998,03,11,    0.01,    6.05,   99.67,   10.79,    8.19,              2.67
44.25301,38.83041,1998,03,12,    6.35,    6.01,   99.40,    8.44,    8.56,              1.21
44.25301,38.83041,1998,03,13,    4.60,    3.63,  100.88,    3.21,    4.66,              3.20
44.25301,38.83041,1998,03,14,    0.25,    3.63,  100.52,    2.88,    3.44,              2.35
44.25301,38.83041,1998,03,15,    0.34,    4.51,   99.77,    4.99,    6.75,              2.14
44.25301,38.83041,1998,03,16,    2.05,    4.80,   98.96,    4.87,    3.81,              0.59
44.25301,38.83041,1998,03,17,    2.71,    4.75,   99.05,    4.07,    4.12,              1.63
44.25301,38.83041,1998,03,18,    2.90,    3.59,   99.58,    2.03,    4.32,              1.73
44.25301,38.83041,1998,03,19,    7.82,    3.47,   99.69,    0.17,    4.01,              2.24
44.25301,38.83041,1998,03,20,    5.31,    3.84,  100.14,    1.46,    3.45,              1.71
44.25301,38.83041,1998,03,21,    1.28,    4.10,  100.43,    2.80,    3.58,              3.61
44.25301,38.83041,1998,03,22,    3.46,    4.35,   99.85,    3.39,    6.31,              1.15
44.25301,38.83041,1998,03,23,    4.81,    4.60,   99.61,    4.14,    5.69,              1.40
44.25301,38.83041,1998,03,24,    1.06,    3.92,  100.15,    3.00,    6.35,              3.36
44.25301,38.83041,1998,03,25,    0.48,    3.71,  100.96,    2.73,    4.59,              3.88
44.25301,38.83041,1998,03,26,    0.03,    3.76,  101.05,    4.66,    4.01,              1.98
44.25301,38.83041,1998,03,27,    0.71,    4.60,  100.40,    6.39,    5.67,              2.99
44.25301,38.83041,1998,03,28,    0.37,    5.64,  100.03,    8.78,    3.56,              5.59
44.25301,38.83041,1998,03,29,    7.95,    5.47,   99.35,    6.26,    5.51,              1.49
44.25301,38.83041,1998,03,30,    2.93,    3.93,   99.88,    2.30,    9.29,              2.84
44.25301,38.83041,1998,03,31,    0.01,    3.91,  100.77,    4.40,    5.37,              6.26
44.25301,38.83041,1998,04,01,    0.00,    4.52,  100.82,    5.23,    6.45,              5.03
44.25301,38.83041,1998,04,02,    0.00,    5.00,  100.33,    7.99,    5.72,              6.04
44.25301,38.83041,1998,04,03,    0.00,    5.06,   99.83,   11.44,    2.91,              4.61
44.25301,38.83041,1998,04,04,    0.00,    5.83,  100.16,   11.71,    2.77,              5.84
44.25301,38.83041,1998,04,05,    0.00,    6.26,  100.67,    9.32,    6.80,              4.39
44.25301,38.83041,1998,04,06,    0.00,    6.16,  100.65,   11.00,    6.06,              6.06
44.25301,38.83041,1998,04,07,    0.00,    6.44,  100.19,   11.73,    5.75,              5.56
44.25301,38.83041,1998,04,08,    0.00,    6.82,  100.14,   11.38,    4.50,              5.85
44.25301,38.83041,1998,04,09,    0.00,    7.15,   99.97,   12.38,    6.19,              5.47
44.25301,38.83041,1998,04,10,    0.02,    7.87,   99.84,   13.93,    6.06,              2.91
44.25301,38.83041,1998,04,11,    0.04,    8.22,  100.37,   14.68,    3.30,              2.47
44.25301,38.83041,1998,04,12,    0.00,    8.04,   99.90,   15.81,    7.26,              5.27
44.25301,38.83041,1998,04,13,    0.00,    8.40,   99.42,   14.83,    5.90,              4.15
44.25301,38.83041,1998,04,14,    0.39,    6.43,   99.79,   13.00,    3.35,              5.87
44.25301,38.83041,1998,04,15,    0.07,    6.79,   99.95,   12.96,    3.20,              5.62
44.25301,38.83041,1998,04,16,    0.02,    5.91,  100.21,   11.06,    3.89,              6.65
44.25301,38.83041,1998,04,17,    0.69,    7.09,   98.82,   11.29,    5.54,              1.76
44.25301,38.83041,1998,04,18,    3.35,    8.10,   99.13,   12.49,    4.82,              2.71
44.25301,38.83041,1998,04,19,    0.34,    8.25,   99.32,   14.65,    3.59,              5.47
44.25301,38.83041,1998,04,20,    8.19,    7.64,   99.46,   11.47,    4.14,              1.79
44.25301,38.83041,1998,04,21,    2.65,    6.34,   99.73,    9.84,    2.35,              4.35
44.25301,38.83041,1998,04,22,    7.60,    5.80,   99.75,    7.54,    2.81,              3.36
44.25301,38.83041,1998,04,23,    0.16,    5.80,  100.04,    9.16,    2.85,              5.76
44.25301,38.83041,1998,04,24,    0.18,    6.08,  100.51,   10.39,    3.09,              6.08
44.25301,38.83041,1998,04,25,    0.12,    6.19,  100.46,   11.20,    2.66,              6.86
44.25301,38.83041,1998,04,26,    0.15,    6.49,   99.77,   13.11,    4.91,              5.86
44.25301,38.83041,1998,04,27,    0.27,    7.28,   99.53,   13.01,    5.46,              3.39
44.25301,38.83041,1998,04,28,    4.46,    7.83,   99.48,   11.38,    4.84,              2.15
44.25301,38.83041,1998,04,29,    6.02,    8.04,  100.18,   12.34,    2.50,              2.24
44.25301,38.83041,1998,04,30,    0.19,    7.46,  100.37,   12.40,    2.15,              6.17
44.25301,38.83041,1998,05,01,    0.01,    7.53,  100.59,   12.81,    1.97,              6.27
44.25301,38.83041,1998,05,02,    0.01,    7.81,  100.68,   13.70,    1.76,              7.12
44.25301,38.83041,1998,05,03,    0.00,    7.96,  100.57,   14.64,    3.33,              5.35
44.25301,38.83041,1998,05,04,    0.02,    8.47,  100.09,   16.02,    5.61,              3.37
44.25301,38.83041,1998,05,05,    0.13,    8.97,   99.51,   16.69,    5.71,              3.49
44.25301,38.83041,1998,05,06,    9.58,   10.05,   99.47,   16.39,    4.60,              2.24
44.25301,38.83041,1998,05,07,    0.36,    8.58,  100.64,   14.46,    3.70,              6.90
44.25301,38.83041,1998,05,08,    0.01,    9.08,  101.05,   15.93,    6.30,              6.99
44.25301,38.83041,1998,05,09,    0.01,    9.84,  100.89,   17.37,    5.97,              5.90
44.25301,38.83041,1998,05,10,    0.11,    9.83,  100.27,   17.45,    7.12,              2.38
44.25301,38.83041,1998,05,11,    0.15,    9.04,   99.63,   17.28,   10.30,              3.39
44.25301,38.83041,1998,05,12,    2.59,    9.06,   99.22,   15.80,    6.49,              1.26
44.25301,38.83041,1998,05,13,    1.51,    9.84,   99.32,   16.45,    2.47,              5.50
44.25301,38.83041,1998,05,14,    0.93,    9.57,   99.53,   15.76,    1.81,              3.10
44.25301,38.83041,1998,05,15,    6.27,    9.53,   99.86,   15.16,    1.53,              5.50
44.25301,38.83041,1998,05,16,    0.52,    8.78,  100.30,   15.36,    1.55,              6.63
44.25301,38.83041,1998,05,17,    0.04,    9.62,  100.13,   16.97,    2.78,              5.81
44.25301,38.83041,1998,05,18,    0.17,   10.68,   99.89,   18.86,    3.00,              7.07
44.25301,38.83041,1998,05,19,    1.89,   11.19,   99.58,   18.57,    1.39,              3.17
44.25301,38.83041,1998,05,20,    8.75,   10.63,   98.91,   16.88,    4.51,              2.66
44.25301,38.83041,1998,05,21,    4.05,    8.87,   99.07,   15.40,    3.62,              6.84
44.25301,38.83041,1998,05,22,   28.27,    9.39,   99.33,   14.38,    5.79,              3.30
44.25301,38.83041,1998,05,23,    4.10,    9.60,   99.72,   15.18,    6.48,              3.93
44.25301,38.83041,1998,05,24,    5.46,    8.38,  100.03,   15.04,    3.36,              6.65
44.25301,38.83041,1998,05,25,    0.02,    7.88,  100.68,   14.80,    3.16,              7.47
44.25301,38.83041,1998,05,26,    0.00,    8.83,  100.45,   17.19,    3.17,              8.40
44.25301,38.83041,1998,05,27,    0.00,   10.23,   99.94,   20.14,    2.88,              7.36
44.25301,38.83041,1998,05,28,    0.11,   11.17,   99.90,   19.23,    3.48,              7.30
44.25301,38.83041,1998,05,29,    4.99,   12.34,   99.68,   18.28,    4.45,              4.26
44.25301,38.83041,1998,05,30,    2.46,   11.75,   99.78,   18.11,    3.46,              3.06
44.25301,38.83041,1998,05,31,    1.72,   11.18,   99.82,   18.04,    2.72,              3.79
44.25301,38.83041,1998,06,01,    2.21,   11.18,   99.99,   18.31,    3.16,              5.70
44.25301,38.83041,1998,06,02,    1.26,   11.46,   99.97,   18.25,    1.30,              5.14
44.25301,38.83041,1998,06,03,   11.10,   11.01,  100.10,   17.15,    1.05,              4.34
44.25301,38.83041,1998,06,04,    0.87,   11.34,  100.35,   18.49,    1.88,              5.26
44.25301,38.83041,1998,06,05,    1.75,   12.17,  100.35,   20.39,    1.91,              5.56
44.25301,38.83041,1998,06,06,    0.84,   12.92,  100.23,   21.03,    3.40,              6.88
44.25301,38.83041,1998,06,07,    1.85,   13.73,   99.99,   21.76,    4.07,              4.13
44.25301,38.83041,1998,06,08,    0.41,   13.41,  100.07,   21.72,    3.20,              5.15
44.25301,38.83041,1998,06,09,    0.95,   14.21,   99.82,   21.72,    2.71,              5.33
44.25301,38.83041,1998,06,10,    0.51,   13.96,   99.83,   21.69,    2.19,              5.77
44.25301,38.83041,1998,06,11,    0.41,   14.19,   99.87,   22.79,    1.99,              7.62
44.25301,38.83041,1998,06,12,    0.06,   14.66,   99.83,   23.68,    3.53,              7.92
44.25301,38.83041,1998,06,13,    0.12,   14.93,   99.85,   24.05,    3.09,              8.01
44.25301,38.83041,1998,06,14,    0.03,   14.25,   99.42,   24.93,    2.70,              7.68
44.25301,38.83041,1998,06,15,    0.12,   12.70,   99.96,   21.81,    3.98,              4.23
44.25301,38.83041,1998,06,16,    0.11,   11.80,  100.66,   21.76,    5.99,              8.45
44.25301,38.83041,1998,06,17,    0.00,   13.19,  100.27,   23.74,    4.06,              8.00
44.25301,38.83041,1998,06,18,    0.01,   13.92,   99.70,   25.03,    2.25,              6.39
44.25301,38.83041,1998,06,19,    0.03,   14.52,   99.83,   22.69,    3.25,              6.46
44.25301,38.83041,1998,06,20,    0.74,   14.56,   99.98,   24.25,    3.65,              5.76
44.25301,38.83041,1998,06,21,    0.36,   14.48,   99.66,   23.26,    4.63,              6.65
44.25301,38.83041,1998,06,22,   33.55,   12.72,   99.77,   20.03,    3.80,              3.59
44.25301,38.83041,1998,06,23,    0.54,   10.02,  100.08,   19.74,    2.90,              8.34
44.25301,38.83041,1998,06,24,    0.50,   11.54,  100.15,   20.36,    3.79,              7.48
44.25301,38.83041,1998,06,25,    0.06,   11.63,  100.01,   21.69,    2.58,              7.56
44.25301,38.83041,1998,06,26,    0.06,   11.85,   99.90,   21.92,    2.93,              6.96
44.25301,38.83041,1998,06,27,    0.18,   12.14,   99.90,   22.17,    4.10,              6.87
44.25301,38.83041,1998,06,28,    0.00,   10.79,  100.15,   21.48,    5.60,              7.22
44.25301,38.83041,1998,06,29,    0.00,   11.05,  100.28,   21.95,    4.32,              7.96
44.25301,38.83041,1998,06,30,    0.00,   12.21,   99.96,   23.09,    4.24,              8.08
44.25301,38.83041,1998,07,01,    0.02,   13.14,   99.83,   23.32,    3.24,              8.12
44.25301,38.83041,1998,07,02,    0.00,   12.60,   99.61,   23.61,    3.86,              8.35
44.25301,38.83041,1998,07,03,    4.41,   13.94,   99.36,   22.39,    5.10,              6.03
44.25301,38.83041,1998,07,04,    5.63,   10.79,   99.23,   21.77,    2.93,              7.13
44.25301,38.83041,1998,07,05,    4.07,   10.88,   98.63,   19.88,    4.53,              2.08
44.25301,38.83041,1998,07,06,    8.75,   11.39,   99.14,   19.78,    3.27,              6.19
44.25301,38.83041,1998,07,07,    9.04,   11.93,   99.50,   19.52,    4.34,              5.32
44.25301,38.83041,1998,07,08,    0.48,   11.69,   99.56,   20.57,    4.02,              7.01
44.25301,38.83041,1998,07,09,    0.00,   12.15,   98.88,   23.26,    4.03,              7.33
44.25301,38.83041,1998,07,10,    7.83,   11.36,   99.19,   20.16,    6.00,              3.33
44.25301,38.83041,1998,07,11,    0.01,   10.36,   99.96,   20.26,    4.81,              6.96
44.25301,38.83041,1998,07,12,    0.01,   10.50,  100.10,   20.88,    3.88,              7.79
44.25301,38.83041,1998,07,13,    0.00,   11.30,  100.06,   21.46,    2.91,              7.63
44.25301,38.83041,1998,07,14,    0.01,   12.51,  100.10,   23.76,    3.38,              8.04
44.25301,38.83041,1998,07,15,    0.00,   12.48,   99.67,   25.11,    3.45,              8.41
44.25301,38.83041,1998,07,16,    0.00,   13.65,   99.20,   25.82,    2.71,              8.34
44.25301,38.83041,1998,07,17,    0.00,   13.46,   99.01,   25.06,    3.75,              6.14
44.25301,38.83041,1998,07,18,    0.10,   11.82,   99.92,   22.86,    4.86,              7.03
44.25301,38.83041,1998,07,19,    0.00,   10.74,  100.52,   23.63,    5.18,              8.18
44.25301,38.83041,1998,07,20,    0.00,   10.89,  100.37,   24.54,    7.16,              8.07
44.25301,38.83041,1998,07,21,    0.00,   11.80,   99.91,   25.51,    4.29,              7.74
44.25301,38.83041,1998,07,22,    0.00,   11.93,   99.92,   26.71,    3.61,              7.88
44.25301,38.83041,1998,07,23,    0.00,   12.04,   99.93,   27.43,    3.73,              7.97
44.25301,38.83041,1998,07,24,    0.00,   12.09,   99.77,   27.54,    3.32,              8.12
44.25301,38.83041,1998,07,25,    0.00,   12.47,   99.48,   28.01,    2.70,              7.24
44.25301,38.83041,1998,07,26,    0.00,   12.78,   99.38,   28.04,    2.41,              7.77
44.25301,38.83041,1998,07,27,    0.00,   13.22,   99.39,   27.94,    2.88,              7.50
44.25301,38.83041,1998,07,28,    0.05,   14.49,   99.40,   28.09,    2.72,              7.43
44.25301,38.83041,1998,07,29,    0.05,   15.07,   99.26,   27.83,    2.27,              7.58
44.25301,38.83041,1998,07,30,    0.12,   16.86,   99.30,   26.86,    2.91,              7.17
44.25301,38.83041,1998,07,31,    0.12,   16.02,   99.69,   27.54,    1.56,              5.35
44.25301,38.83041,1998,08,01,    0.06,   15.25,   99.85,   28.88,    2.08,              6.87
44.25301,38.83041,1998,08,02,    0.00,   12.31,   99.99,   30.01,    3.54,              6.63
44.25301,38.83041,1998,08,03,    0.00,   12.09,  100.02,   30.35,    4.42,              6.81
44.25301,38.83041,1998,08,04,    0.05,   12.53,   99.83,   29.68,    3.11,              6.68
44.25301,38.83041,1998,08,05,    0.21,   13.93,   99.75,   29.09,    3.20,              5.62
44.25301,38.83041,1998,08,06,    0.18,   14.88,   99.71,   28.51,    3.64,              6.72
44.25301,38.83041,1998,08,07,    0.08,   12.29,  100.13,   26.93,    6.22,              7.09
44.25301,38.83041,1998,08,08,    0.16,   10.34,  100.33,   24.70,    5.33,              7.45
44.25301,38.83041,1998,08,09,    0.00,   10.71,  100.09,   25.16,    3.20,              7.05
44.25301,38.83041,1998,08,10,    0.00,   11.94,   99.69,   25.08,    4.79,              6.90
44.25301,38.83041,1998,08,11,    0.00,    8.58,  100.26,   22.45,    5.36,              7.15
44.25301,38.83041,1998,08,12,    0.00,    8.88,  100.15,   22.29,    4.63,              6.63
44.25301,38.83041,1998,08,13,    0.00,    7.90,  100.21,   22.11,    4.46,              7.19
44.25301,38.83041,1998,08,14,    0.00,    7.55,   99.93,   22.61,    6.18,              7.33
44.25301,38.83041,1998,08,15,    0.00,   10.01,   99.60,   22.41,    4.40,              6.39
44.25301,38.83041,1998,08,16,    0.00,    9.61,  100.03,   22.89,    4.40,              6.81
44.25301,38.83041,1998,08,17,    0.00,    9.28,  100.06,   22.58,    4.84,              6.19
44.25301,38.83041,1998,08,18,    0.00,    8.82,  100.01,   23.80,    4.57,              6.79
44.25301,38.83041,1998,08,19,    0.00,   10.00,   99.86,   24.96,    2.97,              6.57
44.25301,38.83041,1998,08,20,    0.02,   12.31,   99.79,   24.49,    2.50,              5.64
44.25301,38.83041,1998,08,21,    0.00,   12.35,   99.69,   24.98,    1.98,              6.31
44.25301,38.83041,1998,08,22,    0.01,   13.33,   99.35,   24.17,    2.88,              6.04
44.25301,38.83041,1998,08,23,    0.15,   14.36,   99.59,   23.58,    4.54,              5.58
44.25301,38.83041,1998,08,24,    1.13,   12.79,  100.11,   23.49,    4.13,              4.59
44.25301,38.83041,1998,08,25,    0.00,   10.67,   99.78,   24.22,    3.42,              6.39
44.25301,38.83041,1998,08,26,    0.02,   11.60,   99.73,   23.54,    4.58,              5.48
44.25301,38.83041,1998,08,27,    0.00,    8.15,   99.90,   22.72,    4.15,              6.02
44.25301,38.83041,1998,08,28,    0.00,    9.99,   99.53,   25.88,    3.80,              6.09
44.25301,38.83041,1998,08,29,    0.00,   11.46,   99.55,   26.38,    4.01,              5.84
44.25301,38.83041,1998,08,30,    0.15,   12.10,   99.59,   24.53,    4.24,              5.95
44.25301,38.83041,1998,08,31,    0.00,    8.73,  100.03,   21.66,    5.55,              3.88
44.25301,38.83041,1998,09,01,    0.00,    8.38,   99.99,   21.52,    5.34,              5.95
44.25301,38.83041,1998,09,02,    4.88,    9.14,  100.22,   19.56,    4.32,              4.08
44.25301,38.83041,1998,09,03,    2.70,    8.96,  100.41,   18.06,    4.03,              4.74
44.25301,38.83041,1998,09,04,    0.02,    7.29,  100.31,   17.00,    4.21,              5.58
44.25301,38.83041,1998,09,05,    0.01,    6.60,  100.29,   17.47,    6.56,              5.95
44.25301,38.83041,1998,09,06,    1.82,    7.20,  100.29,   17.40,    7.94,              5.91
44.25301,38.83041,1998,09,07,    0.14,    7.50,  100.23,   18.18,    6.15,              6.06
44.25301,38.83041,1998,09,08,    0.66,    9.28,  100.05,   19.14,    4.20,              1.48
44.25301,38.83041,1998,09,09,    0.84,    9.63,  100.25,   19.60,    4.54,              5.72
44.25301,38.83041,1998,09,10,    0.00,    9.05,  100.42,   20.27,    7.18,              5.68
44.25301,38.83041,1998,09,11,    0.00,    8.64,  100.23,   20.96,    4.27,              5.93
